lead_time_log,booking_changes,total_stay,previous_cancellations,adr,deposit_type,market_segment_weight,Cluster,clustering_method,silhouette_score
4.727387818712341,0,5,0,146.7,0,0.35,1,hierarchical,0.7438905122902957
0.0,0,1,0,238.0,0,0.18,1,hierarchical,0.7438905122902957
1.791759469228055,0,4,0,76.58,0,0.35,1,hierarchical,0.7438905122902957
2.833213344056216,0,2,0,174.0,0,0.35,1,hierarchical,0.7438905122902957
3.6635616461296463,3,6,0,36.0,0,0.18,1,hierarchical,0.7438905122902957
5.583496308781699,0,12,0,112.87,0,0.35,1,hierarchical,0.7438905122902957
0.0,0,1,0,260.0,0,0.35,1,hierarchical,0.7438905122902957
0.6931471805599453,0,3,0,0.0,0,0.31,1,hierarchical,0.7438905122902957
4.882801922586371,0,4,0,99.0,0,0.18,1,hierarchical,0.7438905122902957
3.970291913552122,0,3,0,192.59,0,0.35,1,hierarchical,0.7438905122902957
2.8903717578961645,1,3,0,65.0,0,0.35,1,hierarchical,0.7438905122902957
5.030437921392435,0,3,0,214.0,0,0.35,1,hierarchical,0.7438905122902957
2.0794415416798357,1,3,0,139.67,0,0.18,1,hierarchical,0.7438905122902957
1.6094379124341003,0,4,0,99.0,0,0.18,1,hierarchical,0.7438905122902957
4.007333185232471,0,7,0,228.0,0,0.18,1,hierarchical,0.7438905122902957
2.4849066497880004,0,2,0,124.0,0,0.35,1,hierarchical,0.7438905122902957
5.225746673713202,0,7,0,124.46,0,0.35,1,hierarchical,0.7438905122902957
5.049856007249537,0,3,0,103.5,0,0.35,1,hierarchical,0.7438905122902957
5.0689042022202315,0,2,0,95.0,0,0.31,1,hierarchical,0.7438905122902957
2.9444389791664403,0,5,0,107.25,0,0.35,1,hierarchical,0.7438905122902957
3.044522437723423,1,1,0,38.0,0,0.18,1,hierarchical,0.7438905122902957
1.3862943611198906,0,3,0,140.0,0,0.35,1,hierarchical,0.7438905122902957
4.770684624465665,0,6,0,37.0,0,0.15,1,hierarchical,0.7438905122902957
5.0369526024136295,0,4,0,78.75,0,0.35,1,hierarchical,0.7438905122902957
4.04305126783455,0,4,0,128.0,0,0.18,1,hierarchical,0.7438905122902957
4.248495242049359,0,7,0,195.43,0,0.35,1,hierarchical,0.7438905122902957
4.836281906951478,0,3,0,85.0,1,0.31,0,hierarchical,0.7438905122902957
3.258096538021482,0,6,0,78.4,0,0.35,1,hierarchical,0.7438905122902957
1.0986122886681098,0,1,0,76.0,0,0.18,1,hierarchical,0.7438905122902957
5.703782474656201,0,12,0,201.6,0,0.35,1,hierarchical,0.7438905122902957
5.817111159963204,0,3,0,55.33,0,0.15,1,hierarchical,0.7438905122902957
4.406719247264253,0,2,0,77.0,0,0.18,1,hierarchical,0.7438905122902957
4.700480365792417,0,7,0,169.07,0,0.35,1,hierarchical,0.7438905122902957
4.07753744390572,0,3,0,95.67,0,0.35,1,hierarchical,0.7438905122902957
4.499809670330265,0,4,0,55.8,0,0.35,1,hierarchical,0.7438905122902957
4.465908118654584,0,5,0,115.0,0,0.35,1,hierarchical,0.7438905122902957
1.6094379124341003,1,3,0,104.0,0,0.35,1,hierarchical,0.7438905122902957
3.044522437723423,0,5,0,54.4,0,0.35,1,hierarchical,0.7438905122902957
1.0986122886681098,0,1,0,52.8,0,0.35,1,hierarchical,0.7438905122902957
4.634728988229636,0,2,0,134.0,0,0.35,1,hierarchical,0.7438905122902957
2.70805020110221,0,4,0,226.0,0,0.35,1,hierarchical,0.7438905122902957
4.59511985013459,0,3,0,86.4,0,0.35,1,hierarchical,0.7438905122902957
3.1354942159291497,0,2,0,107.03,0,0.35,1,hierarchical,0.7438905122902957
5.351858133476067,0,4,0,68.0,0,0.35,1,hierarchical,0.7438905122902957
1.791759469228055,0,3,1,45.0,0,0.18,1,hierarchical,0.7438905122902957
3.5553480614894135,0,3,0,48.67,0,0.15,1,hierarchical,0.7438905122902957
1.0986122886681098,0,1,0,78.4,0,0.35,1,hierarchical,0.7438905122902957
4.8283137373023015,2,4,0,130.05,0,0.35,1,hierarchical,0.7438905122902957
2.0794415416798357,0,4,0,126.0,0,0.35,1,hierarchical,0.7438905122902957
4.110873864173311,0,3,0,83.3,0,0.35,1,hierarchical,0.7438905122902957
4.634728988229636,0,7,0,73.0,0,0.35,1,hierarchical,0.7438905122902957
4.8283137373023015,0,3,0,72.25,0,0.35,1,hierarchical,0.7438905122902957
4.0943445622221,0,4,0,89.0,0,0.35,1,hierarchical,0.7438905122902957
3.4011973816621555,0,3,0,87.0,0,0.15,1,hierarchical,0.7438905122902957
2.6390573296152584,0,1,0,160.0,0,0.35,1,hierarchical,0.7438905122902957
5.153291594497779,0,28,0,25.92,0,0.15,1,hierarchical,0.7438905122902957
4.663439094112067,0,2,0,75.0,0,0.15,1,hierarchical,0.7438905122902957
0.6931471805599453,0,1,0,98.0,0,0.35,1,hierarchical,0.7438905122902957
3.2188758248682006,0,2,0,135.0,0,0.35,1,hierarchical,0.7438905122902957
4.276666119016055,0,3,0,96.9,0,0.15,1,hierarchical,0.7438905122902957
3.6635616461296463,0,5,0,116.6,0,0.35,1,hierarchical,0.7438905122902957
4.804021044733257,0,2,0,165.0,0,0.35,1,hierarchical,0.7438905122902957
5.393627546352362,0,3,0,105.0,1,0.15,0,hierarchical,0.7438905122902957
2.0794415416798357,0,1,0,26.0,0,0.15,1,hierarchical,0.7438905122902957
4.343805421853684,0,8,0,224.0,0,0.35,1,hierarchical,0.7438905122902957
2.8903717578961645,0,4,0,137.5,0,0.35,1,hierarchical,0.7438905122902957
5.209486152841421,1,1,0,120.0,0,0.15,1,hierarchical,0.7438905122902957
1.0986122886681098,0,6,0,206.0,0,0.35,1,hierarchical,0.7438905122902957
1.6094379124341003,0,2,0,58.0,0,0.15,1,hierarchical,0.7438905122902957
2.833213344056216,0,4,0,100.73,0,0.35,1,hierarchical,0.7438905122902957
4.30406509320417,0,3,0,140.0,0,0.35,1,hierarchical,0.7438905122902957
3.4965075614664802,0,4,0,109.58,0,0.35,1,hierarchical,0.7438905122902957
5.720311776607412,0,1,0,216.0,0,0.35,1,hierarchical,0.7438905122902957
0.6931471805599453,0,2,0,45.0,0,0.35,1,hierarchical,0.7438905122902957
4.672828834461906,0,2,0,125.0,0,0.35,1,hierarchical,0.7438905122902957
4.709530201312334,0,11,0,72.75,0,0.15,1,hierarchical,0.7438905122902957
4.07753744390572,0,3,0,89.4,0,0.35,1,hierarchical,0.7438905122902957
1.3862943611198906,0,2,0,84.0,0,0.35,1,hierarchical,0.7438905122902957
3.6375861597263857,1,6,0,90.1,0,0.35,1,hierarchical,0.7438905122902957
4.672828834461906,1,5,0,95.0,0,0.18,1,hierarchical,0.7438905122902957
2.8903717578961645,0,3,0,113.33,0,0.35,1,hierarchical,0.7438905122902957
4.564348191467836,0,2,0,160.0,0,0.35,1,hierarchical,0.7438905122902957
0.0,0,1,0,128.0,0,0.35,1,hierarchical,0.7438905122902957
4.605170185988092,0,2,0,79.2,0,0.35,1,hierarchical,0.7438905122902957
3.4965075614664802,0,1,0,53.2,0,0.15,1,hierarchical,0.7438905122902957
4.6913478822291435,0,7,0,50.93,0,0.15,1,hierarchical,0.7438905122902957
4.454347296253507,1,5,0,161.45,0,0.15,1,hierarchical,0.7438905122902957
4.189654742026425,0,4,0,132.6,0,0.35,1,hierarchical,0.7438905122902957
4.02535169073515,0,2,0,79.2,0,0.35,1,hierarchical,0.7438905122902957
3.9512437185814275,0,7,0,60.3,0,0.15,1,hierarchical,0.7438905122902957
4.564348191467836,0,7,0,153.73,0,0.15,1,hierarchical,0.7438905122902957
5.455321115357702,1,2,0,0.0,0,0.31,1,hierarchical,0.7438905122902957
4.897839799950911,0,5,0,130.5,0,0.15,1,hierarchical,0.7438905122902957
1.6094379124341003,2,1,0,99.0,0,0.35,1,hierarchical,0.7438905122902957
5.293304824724492,1,1,0,65.0,0,0.31,1,hierarchical,0.7438905122902957
3.1354942159291497,0,0,0,0.0,0,0.35,1,hierarchical,0.7438905122902957
5.402677381872279,0,3,0,162.0,0,0.35,1,hierarchical,0.7438905122902957
4.382026634673881,1,2,0,62.0,0,0.31,1,hierarchical,0.7438905122902957
4.948759890378168,0,7,0,74.8,0,0.35,1,hierarchical,0.7438905122902957
5.62040086571715,1,1,0,116.7,0,0.18,1,hierarchical,0.7438905122902957
2.70805020110221,0,1,0,109.25,0,0.15,1,hierarchical,0.7438905122902957
2.5649493574615367,0,1,0,88.0,0,0.35,1,hierarchical,0.7438905122902957
1.6094379124341003,0,6,0,34.0,0,0.15,1,hierarchical,0.7438905122902957
4.276666119016055,0,4,0,48.5,0,0.35,1,hierarchical,0.7438905122902957
1.3862943611198906,0,1,0,122.65,0,0.18,1,hierarchical,0.7438905122902957
4.770684624465665,0,6,0,75.1,0,0.35,1,hierarchical,0.7438905122902957
4.9344739331306915,0,3,0,100.33,0,0.35,1,hierarchical,0.7438905122902957
4.02535169073515,1,3,0,75.0,0,0.15,1,hierarchical,0.7438905122902957
0.6931471805599453,0,1,0,85.0,0,0.35,1,hierarchical,0.7438905122902957
2.9444389791664403,0,2,0,156.0,0,0.35,1,hierarchical,0.7438905122902957
3.828641396489095,0,2,0,140.0,0,0.35,1,hierarchical,0.7438905122902957
0.0,0,1,0,62.0,0,0.35,1,hierarchical,0.7438905122902957
4.882801922586371,2,3,0,94.5,0,0.15,1,hierarchical,0.7438905122902957
4.189654742026425,0,3,0,135.0,0,0.35,1,hierarchical,0.7438905122902957
1.3862943611198906,0,3,0,230.0,0,0.35,1,hierarchical,0.7438905122902957
1.6094379124341003,0,1,0,201.0,0,0.35,1,hierarchical,0.7438905122902957
2.70805020110221,0,2,0,97.0,0,0.35,1,hierarchical,0.7438905122902957
3.1780538303479458,0,1,0,58.0,0,0.18,1,hierarchical,0.7438905122902957
5.676753802268282,0,1,0,98.1,0,0.18,1,hierarchical,0.7438905122902957
2.9444389791664403,0,4,0,137.5,0,0.18,1,hierarchical,0.7438905122902957
2.70805020110221,0,1,0,73.0,0,0.15,1,hierarchical,0.7438905122902957
4.672828834461906,0,7,0,46.75,0,0.15,1,hierarchical,0.7438905122902957
3.7376696182833684,0,4,0,140.0,0,0.35,1,hierarchical,0.7438905122902957
4.31748811353631,1,3,1,81.9,0,0.35,1,hierarchical,0.7438905122902957
4.454347296253507,0,4,0,123.75,0,0.35,1,hierarchical,0.7438905122902957
3.6109179126442243,0,3,0,109.0,0,0.35,1,hierarchical,0.7438905122902957
4.997212273764115,0,3,0,77.4,0,0.35,1,hierarchical,0.7438905122902957
4.430816798843313,0,1,0,112.2,0,0.15,1,hierarchical,0.7438905122902957
3.091042453358316,1,4,0,160.0,0,0.35,1,hierarchical,0.7438905122902957
4.990432586778736,0,5,0,72.25,0,0.15,1,hierarchical,0.7438905122902957
2.6390573296152584,0,5,0,80.3,0,0.35,1,hierarchical,0.7438905122902957
4.983606621708336,0,4,0,249.5,0,0.35,1,hierarchical,0.7438905122902957
3.9318256327243257,0,3,0,123.3,0,0.35,1,hierarchical,0.7438905122902957
4.74493212836325,0,3,0,149.4,0,0.35,1,hierarchical,0.7438905122902957
4.127134385045092,0,4,0,48.0,0,0.35,1,hierarchical,0.7438905122902957
3.4011973816621555,1,4,0,67.5,0,0.18,1,hierarchical,0.7438905122902957
4.465908118654584,0,1,0,129.0,0,0.35,1,hierarchical,0.7438905122902957
5.0689042022202315,0,7,0,74.0,0,0.35,1,hierarchical,0.7438905122902957
5.4510384535657,0,5,0,103.05,0,0.35,1,hierarchical,0.7438905122902957
4.61512051684126,0,8,0,241.0,0,0.35,1,hierarchical,0.7438905122902957
1.791759469228055,0,2,0,109.0,0,0.35,1,hierarchical,0.7438905122902957
1.6094379124341003,0,3,0,153.33,0,0.35,1,hierarchical,0.7438905122902957
3.828641396489095,0,3,0,151.2,0,0.35,1,hierarchical,0.7438905122902957
5.7899601708972535,0,10,0,130.5,0,0.35,1,hierarchical,0.7438905122902957
2.4849066497880004,0,4,0,133.5,0,0.35,1,hierarchical,0.7438905122902957
1.9459101490553132,0,6,0,52.8,0,0.35,1,hierarchical,0.7438905122902957
6.073044534100405,0,2,0,62.0,1,0.31,0,hierarchical,0.7438905122902957
3.912023005428146,0,2,0,86.4,0,0.35,1,hierarchical,0.7438905122902957
2.0794415416798357,0,2,0,222.0,0,0.35,1,hierarchical,0.7438905122902957
3.4011973816621555,0,3,0,83.57,0,0.35,1,hierarchical,0.7438905122902957
3.6109179126442243,0,1,0,126.0,0,0.35,1,hierarchical,0.7438905122902957
3.7376696182833684,0,4,0,85.0,0,0.15,1,hierarchical,0.7438905122902957
3.5553480614894135,0,2,0,55.0,0,0.35,1,hierarchical,0.7438905122902957
5.645446897643238,0,3,0,73.33,0,0.31,1,hierarchical,0.7438905122902957
2.1972245773362196,0,1,0,85.0,0,0.35,1,hierarchical,0.7438905122902957
3.4657359027997265,0,2,0,118.0,0,0.18,1,hierarchical,0.7438905122902957
1.6094379124341003,0,2,0,80.0,0,0.15,1,hierarchical,0.7438905122902957
4.875197323201151,0,3,0,103.56,0,0.35,1,hierarchical,0.7438905122902957
4.356708826689592,0,1,0,85.5,0,0.35,1,hierarchical,0.7438905122902957
5.093750200806762,0,9,0,141.33,0,0.35,1,hierarchical,0.7438905122902957
4.442651256490317,0,1,0,117.0,0,0.35,1,hierarchical,0.7438905122902957
5.111987788356544,1,5,0,0.0,0,0.31,1,hierarchical,0.7438905122902957
3.9318256327243257,0,2,0,145.69,0,0.35,1,hierarchical,0.7438905122902957
5.814130531825066,0,10,0,64.1,0,0.15,1,hierarchical,0.7438905122902957
2.9444389791664403,0,1,0,80.0,0,0.35,1,hierarchical,0.7438905122902957
2.995732273553991,2,1,0,130.0,0,0.18,1,hierarchical,0.7438905122902957
4.48863636973214,0,1,0,96.3,0,0.35,1,hierarchical,0.7438905122902957
3.4339872044851463,1,2,0,25.0,0,0.15,1,hierarchical,0.7438905122902957
4.2626798770413155,0,3,0,174.3,0,0.35,1,hierarchical,0.7438905122902957
4.430816798843313,1,1,0,90.6,0,0.15,1,hierarchical,0.7438905122902957
5.583496308781699,0,3,0,78.3,0,0.35,1,hierarchical,0.7438905122902957
4.77912349311153,0,3,0,270.0,0,0.35,1,hierarchical,0.7438905122902957
3.7612001156935624,0,3,0,86.0,0,0.35,1,hierarchical,0.7438905122902957
3.258096538021482,0,3,0,48.0,0,0.35,1,hierarchical,0.7438905122902957
5.198497031265826,0,3,0,105.0,0,0.15,1,hierarchical,0.7438905122902957
4.770684624465665,0,6,0,144.4,0,0.15,1,hierarchical,0.7438905122902957
4.382026634673881,0,3,0,146.7,0,0.35,1,hierarchical,0.7438905122902957
4.110873864173311,0,3,0,87.3,0,0.35,1,hierarchical,0.7438905122902957
3.258096538021482,0,1,0,76.0,0,0.35,1,hierarchical,0.7438905122902957
1.0986122886681098,0,5,0,91.8,0,0.35,1,hierarchical,0.7438905122902957
0.0,0,1,0,112.0,0,0.35,1,hierarchical,0.7438905122902957
1.0986122886681098,0,4,0,79.0,0,0.18,1,hierarchical,0.7438905122902957
1.3862943611198906,0,3,0,86.0,0,0.35,1,hierarchical,0.7438905122902957
4.61512051684126,1,5,0,80.0,0,0.15,1,hierarchical,0.7438905122902957
5.062595033026967,0,4,0,125.0,0,0.35,1,hierarchical,0.7438905122902957
3.871201010907891,0,4,0,79.35,0,0.18,1,hierarchical,0.7438905122902957
1.3862943611198906,0,1,0,130.0,0,0.35,1,hierarchical,0.7438905122902957
4.882801922586371,0,7,0,180.0,0,0.35,1,hierarchical,0.7438905122902957
4.430816798843313,0,3,0,96.9,0,0.15,1,hierarchical,0.7438905122902957
0.0,0,1,0,90.0,0,0.35,1,hierarchical,0.7438905122902957
5.14166355650266,0,6,0,167.7,0,0.35,1,hierarchical,0.7438905122902957
2.995732273553991,1,1,0,260.0,0,0.35,1,hierarchical,0.7438905122902957
3.8918202981106265,0,7,0,96.9,0,0.35,1,hierarchical,0.7438905122902957
4.189654742026425,0,3,0,137.7,0,0.35,1,hierarchical,0.7438905122902957
5.420534999272286,0,2,0,85.0,0,0.31,1,hierarchical,0.7438905122902957
0.6931471805599453,2,2,0,62.4,0,0.35,1,hierarchical,0.7438905122902957
3.8918202981106265,1,2,0,79.4,0,0.35,1,hierarchical,0.7438905122902957
1.0986122886681098,0,3,0,79.0,0,0.18,1,hierarchical,0.7438905122902957
4.5217885770490405,0,4,0,118.8,0,0.35,1,hierarchical,0.7438905122902957
4.276666119016055,0,2,0,126.5,0,0.15,1,hierarchical,0.7438905122902957
4.189654742026425,0,4,0,130.5,0,0.35,1,hierarchical,0.7438905122902957
0.6931471805599453,0,2,0,176.0,0,0.35,1,hierarchical,0.7438905122902957
3.6109179126442243,0,2,1,87.3,0,0.35,1,hierarchical,0.7438905122902957
4.174387269895637,0,2,0,144.0,0,0.35,1,hierarchical,0.7438905122902957
4.02535169073515,0,5,0,139.5,0,0.35,1,hierarchical,0.7438905122902957
4.04305126783455,0,0,0,0.0,0,0.35,1,hierarchical,0.7438905122902957
1.3862943611198906,0,3,0,131.0,0,0.35,1,hierarchical,0.7438905122902957
5.337538079701318,0,9,0,120.48,0,0.35,1,hierarchical,0.7438905122902957
4.882801922586371,0,4,0,154.58,0,0.35,1,hierarchical,0.7438905122902957
4.3694478524670215,0,9,0,92.67,0,0.35,1,hierarchical,0.7438905122902957
4.204692619390966,0,8,0,135.0,0,0.18,1,hierarchical,0.7438905122902957
4.454347296253507,0,7,0,140.27,0,0.35,1,hierarchical,0.7438905122902957
0.0,1,2,0,66.13,0,0.35,1,hierarchical,0.7438905122902957
4.941642422609304,3,3,0,158.0,0,0.35,1,hierarchical,0.7438905122902957
5.3471075307174685,0,3,0,98.1,0,0.35,1,hierarchical,0.7438905122902957
5.337538079701318,0,14,0,110.25,0,0.35,1,hierarchical,0.7438905122902957
2.302585092994046,0,3,0,129.0,0,0.35,1,hierarchical,0.7438905122902957
4.6443908991413725,0,4,0,180.0,0,0.35,1,hierarchical,0.7438905122902957
5.560681631015528,1,4,0,73.95,0,0.35,1,hierarchical,0.7438905122902957
3.367295829986474,0,7,0,100.0,0,0.35,1,hierarchical,0.7438905122902957
5.472270673671475,1,11,0,120.6,0,0.35,1,hierarchical,0.7438905122902957
2.4849066497880004,0,4,0,91.8,0,0.35,1,hierarchical,0.7438905122902957
4.762173934797756,0,7,0,183.0,0,0.35,1,hierarchical,0.7438905122902957
3.295836866004329,3,1,0,45.0,0,0.15,1,hierarchical,0.7438905122902957
5.958424693029782,0,2,0,115.0,0,0.15,1,hierarchical,0.7438905122902957
5.545177444479562,0,6,0,183.6,0,0.18,1,hierarchical,0.7438905122902957
4.820281565605037,0,3,0,138.6,0,0.35,1,hierarchical,0.7438905122902957
1.0986122886681098,0,2,0,75.0,0,0.35,1,hierarchical,0.7438905122902957
2.833213344056216,0,4,0,92.85,0,0.15,1,hierarchical,0.7438905122902957
4.976733742420574,0,3,0,76.67,0,0.35,1,hierarchical,0.7438905122902957
2.5649493574615367,1,5,0,146.5,0,0.18,1,hierarchical,0.7438905122902957
3.8066624897703196,0,5,0,133.44,0,0.35,1,hierarchical,0.7438905122902957
4.68213122712422,0,5,0,144.0,0,0.31,1,hierarchical,0.7438905122902957
5.181783550292085,0,14,0,82.0,0,0.15,1,hierarchical,0.7438905122902957
5.003946305945459,0,7,0,175.5,0,0.35,1,hierarchical,0.7438905122902957
4.382026634673881,0,4,0,149.0,0,0.15,1,hierarchical,0.7438905122902957
2.9444389791664403,0,3,0,87.0,0,0.18,1,hierarchical,0.7438905122902957
3.6375861597263857,0,4,0,58.37,0,0.35,1,hierarchical,0.7438905122902957
4.477336814478207,0,7,0,134.42,0,0.35,1,hierarchical,0.7438905122902957
3.58351893845611,0,7,0,28.71,0,0.15,1,hierarchical,0.7438905122902957
3.58351893845611,0,4,0,135.9,0,0.35,1,hierarchical,0.7438905122902957
4.605170185988092,0,6,0,236.67,0,0.35,1,hierarchical,0.7438905122902957
5.087596335232384,0,1,0,130.0,1,0.31,0,hierarchical,0.7438905122902957
4.430816798843313,0,6,0,112.33,0,0.35,1,hierarchical,0.7438905122902957
0.0,0,4,0,87.19,0,0.35,1,hierarchical,0.7438905122902957
3.2188758248682006,0,5,0,105.6,0,0.35,1,hierarchical,0.7438905122902957
4.844187086458591,1,4,0,110.7,0,0.35,1,hierarchical,0.7438905122902957
0.6931471805599453,0,1,0,164.0,0,0.35,1,hierarchical,0.7438905122902957
3.970291913552122,0,1,0,99.0,0,0.35,1,hierarchical,0.7438905122902957
5.017279836814924,0,2,0,76.5,0,0.35,1,hierarchical,0.7438905122902957
5.220355825078324,0,14,0,77.85,0,0.15,1,hierarchical,0.7438905122902957
3.8066624897703196,0,7,0,96.21,0,0.15,1,hierarchical,0.7438905122902957
4.1588830833596715,2,4,0,171.0,0,0.35,1,hierarchical,0.7438905122902957
4.2626798770413155,1,2,0,61.2,0,0.18,1,hierarchical,0.7438905122902957
4.394449154672439,0,4,0,133.0,0,0.18,1,hierarchical,0.7438905122902957
1.791759469228055,0,1,0,101.0,0,0.35,1,hierarchical,0.7438905122902957
3.332204510175204,0,6,0,125.0,0,0.35,1,hierarchical,0.7438905122902957
4.969813299576001,0,10,0,83.0,0,0.31,1,hierarchical,0.7438905122902957
4.30406509320417,0,4,0,88.29,0,0.35,1,hierarchical,0.7438905122902957
4.844187086458591,0,8,0,155.0,0,0.35,1,hierarchical,0.7438905122902957
5.0369526024136295,0,1,0,103.5,0,0.35,1,hierarchical,0.7438905122902957
5.84354441703136,0,2,0,128.0,0,0.15,1,hierarchical,0.7438905122902957
4.976733742420574,1,6,0,151.0,0,0.35,1,hierarchical,0.7438905122902957
1.6094379124341003,0,3,0,36.25,0,0.15,1,hierarchical,0.7438905122902957
3.9889840465642745,1,1,0,84.6,0,0.15,1,hierarchical,0.7438905122902957
4.5217885770490405,0,2,0,113.4,0,0.35,1,hierarchical,0.7438905122902957
5.3706380281276624,0,7,0,85.62,0,0.15,1,hierarchical,0.7438905122902957
4.418840607796598,0,6,0,141.0,0,0.35,1,hierarchical,0.7438905122902957
1.791759469228055,0,6,0,75.0,0,0.18,1,hierarchical,0.7438905122902957
2.302585092994046,0,4,0,95.2,0,0.35,1,hierarchical,0.7438905122902957
5.537334267018537,0,7,0,31.45,0,0.15,1,hierarchical,0.7438905122902957
5.4638318050256105,0,1,0,60.98,0,0.35,1,hierarchical,0.7438905122902957
3.6375861597263857,0,4,0,95.4,0,0.35,1,hierarchical,0.7438905122902957
3.58351893845611,0,3,0,76.5,0,0.15,1,hierarchical,0.7438905122902957
4.0943445622221,0,7,0,201.43,0,0.35,1,hierarchical,0.7438905122902957
5.288267030694535,0,7,0,89.91,0,0.15,1,hierarchical,0.7438905122902957
4.31748811353631,0,2,0,109.0,0,0.15,1,hierarchical,0.7438905122902957
4.709530201312334,0,3,0,102.0,0,0.35,1,hierarchical,0.7438905122902957
3.828641396489095,0,2,0,159.3,0,0.35,1,hierarchical,0.7438905122902957
5.247024072160486,0,7,0,96.3,0,0.18,1,hierarchical,0.7438905122902957
4.727387818712341,0,3,0,189.0,0,0.35,1,hierarchical,0.7438905122902957
2.8903717578961645,1,7,0,48.0,0,0.18,1,hierarchical,0.7438905122902957
4.532599493153256,0,3,0,76.08,0,0.15,1,hierarchical,0.7438905122902957
2.0794415416798357,0,1,0,201.0,0,0.35,1,hierarchical,0.7438905122902957
1.9459101490553132,0,1,0,87.0,0,0.18,1,hierarchical,0.7438905122902957
2.4849066497880004,1,2,0,258.0,0,0.35,1,hierarchical,0.7438905122902957
3.784189633918261,0,1,0,144.0,0,0.35,1,hierarchical,0.7438905122902957
2.70805020110221,0,5,0,87.0,0,0.15,1,hierarchical,0.7438905122902957
3.1354942159291497,0,3,0,80.0,0,0.15,1,hierarchical,0.7438905122902957
4.990432586778736,0,10,0,72.0,0,0.35,1,hierarchical,0.7438905122902957
3.044522437723423,0,1,0,159.0,0,0.35,1,hierarchical,0.7438905122902957
4.127134385045092,1,2,0,117.0,0,0.35,1,hierarchical,0.7438905122902957
2.1972245773362196,1,1,0,150.0,0,0.35,1,hierarchical,0.7438905122902957
4.955827057601261,0,4,0,135.45,0,0.35,1,hierarchical,0.7438905122902957
